,height,weight,max_grade,years_climbing,age,sex
2475,0,0,42,2017,,0
2476,183,73,46,15,37.0,0
2477,0,0,57,2017,,0
2478,165,48,49,27,29.0,1
2479,0,0,59,2017,,0
2480,175,63,38,21,36.0,0
2481,0,0,51,2017,,0
2482,0,73,57,17,33.0,0
2483,0,0,53,27,45.0,0
2484,174,73,49,15,35.0,0
2485,185,0,53,17,,0
2486,0,63,68,17,31.0,0
2487,178,0,57,17,34.0,1
2488,0,0,36,2017,,1
2489,0,0,42,17,,0
2490,170,58,57,17,38.0,0
2491,182,58,55,23,30.0,0
2492,0,68,55,17,,0
2493,0,0,59,17,,0
2494,0,63,64,17,31.0,0
2495,190,73,59,21,28.0,0
2496,180,73,49,26,46.0,0
2497,176,68,49,16,43.0,0
2498,0,63,51,18,35.0,0
2499,0,0,57,2017,,0
2500,178,63,62,28,35.0,0
2501,0,73,53,17,35.0,0
2502,0,0,62,2017,,0
2503,191,83,46,14,38.0,0
2504,176,63,64,14,34.0,0
2505,0,68,51,17,39.0,0
2506,0,0,33,14,,1
2507,186,0,53,17,32.0,0
2508,185,78,62,19,36.0,0
2509,0,0,49,2017,,0
2510,0,0,59,2017,,0
2511,0,0,59,2017,,0
2512,174,0,55,13,,0
2513,171,63,53,23,44.0,0
2514,0,0,33,14,,1
2515,185,68,57,17,,0
2516,0,0,36,2017,,0
2517,174,63,55,23,37.0,0
2518,182,68,66,20,34.0,0
2519,181,68,53,16,40.0,0
2520,0,0,38,2017,,0
2521,170,68,62,17,44.0,0
2522,0,0,44,2017,,0
2523,0,0,64,17,,0
2524,194,73,51,16,31.0,0
2525,187,78,51,17,,0
2526,0,0,46,2017,,1
2527,0,0,62,17,,0
2528,0,0,62,17,,1
2529,0,0,59,2017,,0
2530,0,0,59,2017,,0
2531,170,48,59,17,28.0,1
2532,0,68,53,15,31.0,0
2533,0,0,68,17,,0
2534,0,0,64,17,,0
2535,189,83,49,15,42.0,0
2536,172,73,49,14,29.0,0
2537,186,73,66,18,33.0,0
2538,0,0,62,17,,0
2539,185,68,57,15,37.0,0
2540,180,63,62,23,28.0,1
2541,187,73,59,17,34.0,0
2542,162,58,49,19,40.0,0
2543,0,0,64,17,,0
2544,170,63,13,13,31.0,1
2545,182,73,51,15,36.0,0
2546,0,83,62,17,31.0,0
2547,168,58,49,17,28.0,0
2548,0,0,44,2017,,0
2549,180,73,62,17,33.0,0
2550,0,0,64,17,,0
2551,0,0,62,2017,,0
2552,169,0,49,19,,1
2553,171,63,59,2017,30.0,0
2554,158,43,33,22,35.0,1
2555,176,68,44,15,,0
2556,182,73,49,16,40.0,0
2557,173,68,62,36,37.0,0
2558,0,0,64,17,,0
2559,185,68,62,16,29.0,0
2560,0,0,53,17,,0
2561,178,0,62,17,,0
2562,180,0,38,25,,0
2563,0,0,49,2017,,0
2564,193,73,40,17,37.0,0
2565,180,73,44,16,,0
2566,0,43,44,17,,1
2567,183,78,51,14,30.0,0
2568,0,40,36,15,25.0,1
2569,0,40,36,14,23.0,1
2570,168,48,44,15,27.0,1
2571,180,63,64,21,49.0,0
2572,0,0,66,2017,,0
2573,150,40,13,13,26.0,1
2574,175,68,62,16,30.0,0
2575,0,0,55,28,46.0,0
2576,180,73,51,16,30.0,0
2577,161,0,46,15,40.0,1
2578,178,63,49,17,34.0,0
2579,0,0,51,20,42.0,1
2580,176,83,64,17,,0
2581,169,63,53,2017,43.0,1
2582,0,0,66,2017,,0
2583,179,98,55,36,52.0,0
2584,0,0,49,14,40.0,0
2585,0,0,66,19,,0
2586,175,73,38,22,55.0,0
2587,0,0,57,2017,,0
2588,178,78,42,24,,0
2589,184,78,57,17,37.0,0
2590,172,58,53,17,38.0,0
2591,182,88,51,16,41.0,0
2592,178,78,49,47,,0
2593,177,63,64,24,36.0,0
2594,178,83,44,24,52.0,0
2595,183,68,57,17,30.0,0
2596,160,48,46,16,37.0,1
2597,180,68,46,15,36.0,0
2598,0,0,62,13,,0
2599,0,0,53,17,33.0,1
2600,178,73,53,15,30.0,0
2601,168,58,57,28,40.0,1
2602,157,0,46,14,41.0,1
2603,180,78,49,14,41.0,0
2604,0,0,36,17,,0
2605,0,0,55,2017,,0
2606,168,0,66,14,,0
2607,0,0,53,2017,,1
2608,0,0,49,2017,,0
2609,0,63,44,13,,0
2610,180,83,53,13,33.0,0
2611,0,0,49,14,37.0,0
2612,0,0,40,2017,,0
2613,175,58,42,19,31.0,0
2614,0,0,57,17,,0
2615,0,0,46,2017,,0
2616,173,68,70,17,31.0,0
2617,176,68,55,15,41.0,0
2618,180,63,62,20,34.0,0
2619,158,73,53,17,35.0,0
2620,0,83,49,15,31.0,0
2621,177,58,70,31,31.0,0
2622,180,68,62,24,40.0,0
2623,0,73,53,16,34.0,0
2624,175,0,40,15,48.0,0
2625,174,73,49,21,,0
2626,175,63,29,15,54.0,0
2627,177,73,51,21,42.0,0
2628,0,0,49,2017,,0
2629,175,63,51,15,33.0,0
2630,0,0,33,2017,,0
2631,184,73,53,17,,0
2632,191,93,36,13,36.0,0
2633,184,73,55,17,35.0,0
2634,179,68,53,17,36.0,0
2635,0,0,44,2017,,0
2636,0,0,49,17,,0
2637,0,0,59,16,,0
2638,0,0,51,2017,,1
2639,0,63,64,19,33.0,0
2640,182,73,46,18,40.0,0
2641,168,58,44,13,38.0,0
2642,0,0,36,2017,,0
2643,0,0,51,2017,,0
2644,0,0,55,2017,,0
2645,180,73,49,17,39.0,0
2646,0,73,49,17,,0
2647,0,0,51,14,39.0,0
2648,0,73,59,14,28.0,0
2649,159,48,59,18,35.0,1
2650,0,0,44,17,,0
2651,173,63,55,17,37.0,0
2652,185,78,51,2017,40.0,0
2653,189,78,59,15,39.0,0
2654,0,0,59,2017,,0
2655,175,63,42,14,,0
2656,182,73,51,16,35.0,0
2657,0,0,62,2017,,0
2658,176,68,57,15,33.0,0
2659,175,93,38,22,40.0,0
2660,0,73,53,17,36.0,0
2661,0,0,57,2017,,0
2662,185,73,44,14,36.0,0
2663,0,0,59,2017,,0
2664,0,0,55,2017,,0
2665,177,78,40,17,13.0,0
2666,175,63,49,14,39.0,0
2667,185,83,55,15,38.0,0
2668,0,0,42,2017,,0
2669,111,0,55,18,,0
2670,0,0,57,2017,,0
2671,171,78,38,13,38.0,0
2672,176,68,64,18,36.0,0
2673,188,83,53,17,49.0,0
2674,182,83,36,18,39.0,0
2675,167,68,49,17,,0
2676,0,0,62,25,41.0,0
2677,173,63,57,22,36.0,0
2678,170,58,51,25,45.0,0
2679,0,78,33,14,,0
2680,70,58,51,14,,0
2681,0,0,46,2017,,0
2682,0,0,36,2017,,1
2683,0,0,49,17,,0
2684,180,73,62,15,29.0,0
2685,0,0,40,16,31.0,0
2686,0,0,53,2017,,0
2687,175,63,57,21,30.0,0
2688,0,0,59,27,44.0,0
2689,177,73,57,17,37.0,0
2690,0,0,62,2017,,0
2691,170,68,59,23,40.0,0
2692,0,0,59,17,,0
2693,174,53,53,19,30.0,0
2694,173,68,59,18,38.0,0
2695,186,78,40,17,35.0,0
2696,180,78,53,18,29.0,0
2697,0,63,53,22,37.0,0
2698,0,0,57,2017,,0
2699,185,68,62,17,,0
2700,0,53,44,17,38.0,1
2701,187,88,44,15,39.0,0
2702,187,73,64,17,33.0,0
2703,173,63,66,17,28.0,0
2704,0,0,70,17,,0
2705,175,0,49,27,45.0,0
2706,0,0,59,2017,,0
2707,178,73,51,24,41.0,0
2708,177,73,51,22,34.0,0
2709,194,88,36,18,36.0,0
2710,173,68,44,25,43.0,0
2711,169,58,44,15,38.0,0
2712,179,78,40,13,,0
2713,0,0,33,17,,0
2714,173,63,62,30,44.0,0
2715,176,73,49,19,40.0,0
2716,185,93,64,21,40.0,0
2717,176,68,64,33,44.0,0
2718,176,68,44,18,36.0,0
2719,0,0,59,17,,0
2720,184,73,55,15,40.0,0
2721,0,53,51,13,39.0,1
2722,0,0,55,17,,1
2723,180,73,59,13,37.0,0
2724,178,68,64,25,42.0,0
2725,0,0,53,17,,0
2726,0,0,62,2017,,0
2727,0,0,49,2017,,0
2728,170,58,59,23,41.0,0
2729,186,83,44,14,55.0,0
2730,0,73,57,21,42.0,0
2731,171,63,53,19,36.0,0
2732,170,63,70,15,29.0,0
2733,0,0,46,2017,,0
2734,169,58,68,18,34.0,0
2735,185,68,62,22,40.0,0
2736,179,73,55,21,41.0,0
2737,0,0,46,2017,,0
2738,0,0,59,17,,0
2739,0,0,49,17,40.0,0
2740,184,68,64,2017,34.0,0
2741,178,73,64,19,,0
2742,0,0,57,2017,,0
2743,184,83,38,19,40.0,0
2744,170,68,62,18,35.0,0
2745,0,0,57,17,,0
2746,174,63,64,24,42.0,0
2747,185,78,49,19,44.0,0
2748,0,0,59,17,28.0,0
2749,184,73,49,15,30.0,0
2750,180,73,51,16,,0
2751,192,73,51,16,30.0,0
2752,175,63,57,15,29.0,0
2753,0,0,49,2017,,0
2754,0,68,57,15,36.0,0
2755,0,53,59,16,30.0,0
2756,0,73,62,17,28.0,0
2757,170,0,29,2017,,0
2758,0,0,66,17,,0
2759,189,68,68,19,35.0,0
2760,0,0,59,2017,,0
2761,0,0,55,17,,0
2762,0,0,70,17,,0
2763,177,78,44,17,40.0,0
2764,184,88,40,23,38.0,0
2765,177,68,62,22,29.0,0
2766,173,68,59,22,28.0,0
2767,0,0,59,16,,1
2768,183,73,49,17,36.0,0
2769,186,78,55,42,42.0,0
2770,185,78,55,29,43.0,0
2771,0,0,55,2017,,0
2772,188,73,59,14,33.0,0
2773,181,78,33,17,43.0,0
2774,0,0,59,2017,,0
2775,178,68,57,30,46.0,0
2776,0,63,44,16,,0
2777,148,68,55,17,31.0,0
2778,177,0,62,17,30.0,0
2779,180,63,64,13,,0
2780,0,0,46,2017,,0
2781,176,68,59,18,31.0,0
2782,0,78,53,34,,0
2783,189,78,53,14,35.0,0
2784,179,68,62,21,35.0,0
2785,0,63,59,16,30.0,0
2786,0,0,62,2017,,0
2787,191,83,49,23,13.0,0
2788,180,78,57,17,38.0,0
2789,172,63,51,22,39.0,0
2790,174,68,49,25,42.0,0
2791,0,63,57,17,32.0,1
2792,179,73,51,15,37.0,0
2793,194,88,49,14,33.0,0
2794,0,68,49,19,,0
2795,0,78,44,15,37.0,0
2796,186,100,53,17,,0
2797,0,0,33,17,,1
2798,0,0,51,2017,,0
2799,175,0,57,17,32.0,0
2800,183,73,57,18,50.0,0
2801,0,53,29,18,56.0,1
2802,0,0,66,20,,0
2803,183,68,49,15,29.0,0
2804,179,78,57,23,45.0,0
2805,163,53,51,15,27.0,1
2806,181,68,64,23,48.0,0
2807,0,58,64,15,29.0,0
2808,178,100,68,17,32.0,0
2809,159,0,31,14,47.0,1
2810,183,73,62,22,41.0,0
2811,170,68,53,25,43.0,0
2812,163,0,38,13,33.0,1
2813,0,73,59,18,41.0,0
2814,171,63,38,37,51.0,0
2815,170,0,66,14,,0
2816,169,68,44,13,35.0,0
2817,175,73,42,14,34.0,0
2818,180,68,62,20,31.0,0
2819,0,0,44,17,,0
2820,203,100,40,21,,0
2821,194,78,62,14,28.0,0
2822,152,48,55,19,38.0,1
2823,171,58,57,21,39.0,0
2824,170,63,55,17,30.0,0
2825,0,0,38,2017,,0
2826,181,83,62,19,35.0,0
2827,183,83,62,15,29.0,0
2828,179,78,49,42,42.0,0
2829,182,83,62,24,30.0,0
2830,166,53,51,15,34.0,0
2831,6,83,62,17,31.0,0
2832,178,73,38,13,36.0,0
2833,183,73,59,13,,0
2834,0,0,31,14,,0
2835,0,100,62,17,28.0,0
2836,189,78,51,14,37.0,0
2837,180,68,55,14,31.0,0
2838,188,83,40,15,53.0,0
2839,172,63,68,26,38.0,0
2840,175,58,64,17,27.0,0
2841,179,78,57,21,,0
2842,168,53,53,17,42.0,1
2843,179,68,68,18,32.0,0
2844,140,40,53,15,23.0,1
2845,6,68,53,16,,0
2846,183,73,57,21,40.0,0
2847,189,0,51,32,50.0,0
2848,182,78,49,25,,0
2849,178,73,66,22,30.0,0
2850,178,73,62,23,40.0,0
2851,175,68,62,17,38.0,0
2852,0,0,64,2017,,0
2853,178,63,68,28,37.0,0
2854,193,88,62,16,48.0,0
2855,176,68,36,24,40.0,0
2856,0,53,49,20,48.0,1
2857,190,73,51,13,,0
2858,188,83,64,17,35.0,0
2859,165,58,62,21,29.0,0
2860,171,68,64,24,39.0,0
2861,172,0,42,17,,0
2862,183,0,57,16,39.0,0
2863,0,0,51,17,30.0,0
2864,183,78,31,14,37.0,0
2865,0,0,62,17,,0
2866,0,0,57,17,,0
2867,180,63,46,16,29.0,0
2868,178,73,59,23,41.0,0
2869,0,73,66,15,35.0,0
2870,0,0,38,2017,,1
2871,0,0,62,2017,,0
2872,0,0,59,18,34.0,0
2873,0,0,51,2017,,0
2874,0,0,44,2017,,0
2875,0,0,64,38,55.0,0
2876,174,63,57,22,38.0,0
2877,187,68,68,23,44.0,0
2878,0,63,55,47,60.0,0
2879,165,53,44,14,36.0,1
2880,173,68,53,14,37.0,0
2881,180,78,53,25,49.0,0
2882,180,0,57,15,34.0,0
2883,180,73,38,17,45.0,0
2884,172,53,44,13,34.0,0
2885,0,0,44,2017,,0
2886,182,83,46,35,47.0,0
2887,0,0,64,2017,,0
2888,0,40,49,13,26.0,0
2889,187,88,62,17,27.0,0
2890,175,0,29,14,,0
2891,0,0,53,17,32.0,0
2892,180,73,36,17,40.0,0
2893,0,0,51,2017,,0
2894,0,0,57,17,,0
2895,170,68,59,25,41.0,0
2896,169,58,38,20,37.0,0
2897,0,0,36,2017,,0
2898,180,78,36,14,39.0,0
2899,160,100,49,14,,0
2900,0,0,44,2017,,0
2901,0,0,57,15,28.0,0
2902,0,78,55,18,36.0,0
2903,156,73,66,16,,0
2904,0,0,66,17,,0
2905,175,63,62,14,34.0,0
2906,185,0,40,17,29.0,0
2907,0,48,44,15,26.0,0
2908,181,68,42,15,28.0,0
2909,0,0,36,2017,,0
2910,163,48,59,17,30.0,0
2911,172,73,55,27,52.0,0
2912,168,63,57,17,28.0,0
2913,0,0,51,2017,,1
2914,0,0,59,21,,0
2915,0,0,59,17,,0
2916,0,0,64,17,,0
2917,150,40,31,15,23.0,0
2918,0,0,62,17,,0
2919,0,0,68,17,,0
2920,0,0,36,14,28.0,0
2921,0,0,68,17,36.0,0
2922,0,73,55,27,37.0,0
2923,178,58,51,15,,0
2924,178,63,64,17,,0
2925,180,68,40,21,42.0,0
2926,0,0,53,2017,,0
2927,175,68,46,14,39.0,1
2928,172,63,59,24,42.0,0
2929,178,63,57,19,33.0,0
2930,0,0,59,17,,0
2931,168,53,44,17,28.0,1
2932,180,73,66,24,,0
2933,0,78,49,16,34.0,0
2934,183,78,70,15,26.0,0
2935,172,58,57,16,37.0,0
2936,0,68,62,14,26.0,0
2937,0,0,49,2017,,0
2938,170,58,36,16,41.0,1
2939,186,88,62,21,37.0,0
2940,0,0,64,17,,0
2941,0,0,59,17,,0
2942,0,0,49,15,41.0,1
2943,0,0,42,2017,,0
2944,168,58,49,14,27.0,0
2945,170,43,38,14,,0
2946,174,73,53,26,48.0,0
2947,0,0,62,2017,,0
2948,186,73,46,16,43.0,0
2949,0,73,57,22,45.0,0
2950,169,58,64,27,43.0,0
2951,0,0,46,17,,0
2952,0,0,46,17,,0
2953,0,0,36,2017,,1
2954,0,53,49,17,,1
2955,170,63,49,14,34.0,0
2956,0,53,51,17,,0
2957,164,58,70,17,31.0,0
2958,0,0,53,2017,,0
2959,157,0,49,16,37.0,1
2960,180,73,66,16,37.0,0
2961,185,73,55,23,37.0,0
2962,0,0,68,17,36.0,0
2963,178,68,40,19,33.0,0
2964,0,0,64,17,,0
2965,176,68,51,21,45.0,0
2966,175,78,57,24,40.0,0
2967,170,58,51,16,34.0,1
2968,0,78,64,17,41.0,0
2969,183,68,49,17,,0
2970,174,63,44,17,,0
2971,178,63,49,22,38.0,0
2972,182,68,62,16,39.0,0
2973,180,73,49,24,,0
2974,183,68,57,19,36.0,0
2975,179,68,40,15,41.0,0
2976,181,78,44,35,52.0,0
2977,0,0,57,18,37.0,1
2978,0,0,51,17,,1
2979,173,63,55,17,,0
2980,173,68,44,14,45.0,0
2981,0,0,51,18,,0
2982,0,0,66,17,,0
2983,0,0,29,17,,0
2984,160,0,57,18,34.0,1
2985,184,68,51,16,45.0,0
2986,0,0,64,17,,0
2987,185,68,53,16,33.0,0
2988,190,88,40,22,41.0,0
2989,0,0,66,2017,,0
2990,0,0,59,2017,,0
2991,167,58,51,17,33.0,0
2992,186,0,55,20,43.0,0
2993,183,73,59,14,31.0,0
2994,0,0,53,2017,,0
2995,168,63,62,17,34.0,0
2996,164,53,36,13,40.0,1
2997,160,53,51,15,36.0,1
2998,184,78,36,13,39.0,0
2999,189,100,55,13,38.0,0
3000,0,53,57,17,30.0,0
3001,186,68,62,21,,0
3002,6,0,57,16,32.0,0
3003,175,73,53,23,44.0,0
3004,0,0,59,17,,0
3005,177,68,66,16,40.0,0
3006,180,73,53,19,40.0,0
3007,175,68,57,2017,36.0,0
3008,0,0,62,2017,,0
3009,170,68,53,2017,,0
3010,177,0,51,27,28.0,0
3011,175,63,57,20,30.0,0
3012,172,0,64,17,41.0,1
3013,178,63,68,17,31.0,0
3014,0,0,62,17,,0
3015,157,0,62,19,25.0,1
3016,164,53,66,16,29.0,1
3017,0,68,62,16,32.0,0
3018,173,73,59,23,36.0,0
3019,182,73,40,17,37.0,0
3020,0,0,59,17,36.0,0
3021,0,0,62,21,43.0,0
3022,0,40,59,15,24.0,1
3023,157,53,21,13,29.0,1
3024,0,0,44,2017,,0
3025,0,48,55,15,28.0,1
3026,181,68,36,19,39.0,0
3027,183,68,51,17,37.0,0
3028,0,68,57,17,26.0,0
3029,0,0,21,17,,0
3030,176,58,53,19,39.0,0
3031,186,63,13,20,33.0,0
3032,177,68,57,18,43.0,0
3033,168,53,57,18,26.0,0
3034,0,78,66,21,35.0,0
3035,170,63,59,15,28.0,0
3036,0,0,55,17,,0
3037,184,73,62,22,31.0,0
3038,165,63,51,15,36.0,0
3039,170,68,64,14,33.0,0
3040,0,78,62,17,30.0,0
3041,0,0,59,2017,,0
3042,170,63,49,23,43.0,0
3043,0,0,53,2017,,0
3044,170,68,49,14,34.0,0
3045,179,63,36,13,35.0,0
3046,0,0,55,2017,,0
3047,0,0,51,17,,1
3048,185,63,53,17,29.0,0
3049,183,78,57,17,33.0,0
3050,168,68,51,13,41.0,0
3051,176,78,46,16,37.0,0
3052,186,0,70,18,31.0,0
3053,0,53,62,15,37.0,0
3054,177,68,40,14,45.0,0
3055,0,0,51,2017,,0
3056,167,48,40,20,46.0,1
3057,177,63,51,16,32.0,0
3058,185,78,40,21,42.0,0
3059,170,73,51,14,29.0,0
3060,173,58,36,13,40.0,0
3061,0,73,62,38,54.0,0
3062,0,73,57,23,,0
3063,182,73,44,13,35.0,0
3064,0,0,55,17,,1
3065,0,0,44,13,37.0,0
3066,0,68,44,15,54.0,0
3067,0,73,57,23,,0
3068,180,63,55,21,28.0,0
3069,178,68,44,13,37.0,0
3070,163,48,40,13,43.0,1
3071,180,68,57,21,36.0,0
3072,189,73,55,21,33.0,0
3073,0,0,49,17,,0
3074,5,58,33,15,53.0,1
3075,178,68,62,14,33.0,0
3076,170,73,51,14,29.0,0
3077,0,0,49,17,,0
3078,185,93,40,15,39.0,0
3079,176,83,59,15,,0
3080,185,73,42,14,30.0,0
3081,0,78,57,15,35.0,0
3082,0,63,49,17,29.0,0
3083,0,0,66,17,,0
3084,0,68,55,17,,0
3085,183,78,64,25,39.0,0
3086,164,63,62,25,40.0,0
3087,175,73,66,27,37.0,0
3088,174,68,62,17,,0
3089,178,68,62,14,29.0,0
3090,148,43,62,30,,1
3091,173,58,57,31,51.0,1
3092,0,0,62,23,,0
3093,164,58,64,25,43.0,0
3094,170,63,64,20,45.0,0
3095,0,73,64,18,31.0,0
3096,169,53,49,17,36.0,1
3097,183,83,62,17,,0
3098,166,68,46,14,,0
3099,180,73,36,15,37.0,0
3100,0,68,59,17,36.0,0
3101,186,88,49,14,38.0,0
3102,170,68,44,23,44.0,0
3103,165,0,53,13,28.0,1
3104,170,58,62,15,30.0,0
3105,167,58,53,18,36.0,0
3106,174,63,62,16,35.0,0
3107,0,0,59,17,,0
3108,184,73,59,15,32.0,0
3109,0,63,64,18,30.0,0
3110,183,83,53,24,38.0,0
3111,166,58,55,14,39.0,1
3112,0,0,49,2017,,0
3113,180,73,66,24,36.0,0
3114,182,78,64,21,36.0,0
3115,4,100,53,18,36.0,0
3116,186,78,44,17,40.0,0
3117,0,0,53,17,,0
3118,170,68,36,15,33.0,0
3119,187,78,59,18,37.0,0
3120,185,73,53,2017,,0
3121,0,0,53,17,,0
3122,173,63,64,16,34.0,0
3123,161,63,64,27,43.0,0
3124,0,63,46,17,37.0,0
3125,0,0,49,15,,1
3126,0,0,59,22,,0
3127,175,58,36,14,25.0,0
3128,170,63,36,21,39.0,0
3129,192,83,55,14,28.0,0
3130,183,83,62,17,40.0,0
3131,167,58,53,17,57.0,0
3132,180,73,62,18,36.0,0
3133,0,0,57,17,,0
3134,172,63,55,2017,36.0,0
3135,182,68,57,17,39.0,0
3136,169,68,59,20,,0
3137,0,0,29,15,35.0,0
3138,0,0,66,15,29.0,0
3139,175,63,59,19,27.0,0
3140,167,68,51,15,36.0,0
3141,180,83,40,17,49.0,0
3142,185,73,51,23,37.0,0
3143,175,68,64,22,37.0,0
3144,129,93,59,22,32.0,1
3145,0,0,68,2017,,0
3146,169,63,49,27,45.0,0
3147,0,43,68,15,27.0,0
3148,182,88,53,19,43.0,0
3149,0,0,40,2017,,0
3150,5,40,29,15,27.0,1
3151,183,68,55,19,39.0,0
3152,177,68,29,13,38.0,0
3153,0,0,59,17,,0
3154,0,73,64,17,32.0,0
3155,0,83,49,14,34.0,0
3156,173,68,59,22,43.0,0
3157,182,73,57,17,33.0,0
3158,185,78,42,14,39.0,0
3159,0,73,66,19,27.0,0
3160,0,63,62,23,37.0,0
3161,172,63,49,17,35.0,0
3162,183,63,46,13,32.0,0
3163,183,78,64,15,35.0,0
3164,162,53,33,15,38.0,1
3165,178,63,62,15,33.0,0
3166,0,63,59,23,44.0,0
3167,200,0,62,18,33.0,0
3168,178,73,55,13,35.0,0
3169,188,73,64,18,,0
3170,177,78,55,28,43.0,0
3171,164,0,55,19,33.0,1
3172,0,0,62,2017,,0
3173,174,68,42,17,,0
3174,183,63,51,18,36.0,0
3175,170,63,51,15,31.0,0
3176,160,78,62,20,31.0,0
3177,184,58,55,14,31.0,0
3178,178,68,62,17,34.0,0
3179,179,73,64,17,35.0,0
3180,0,0,57,16,,1
3181,179,73,40,14,55.0,0
3182,0,0,31,17,,0
3183,0,0,57,2017,,0
3184,172,63,70,16,26.0,0
3185,165,58,55,16,35.0,0
3186,184,68,57,35,48.0,0
3187,186,68,53,17,34.0,0
3188,0,0,53,2017,,0
3189,180,73,55,17,44.0,0
3190,182,73,51,29,,0
3191,181,63,49,13,36.0,0
3192,180,78,51,16,,0
3193,186,68,53,16,33.0,0
3194,0,0,51,23,,0
3195,0,68,55,14,,0
3196,0,0,62,17,,0
3197,171,68,55,23,54.0,0
3198,155,63,42,16,40.0,1
3199,186,83,51,17,40.0,0
3200,185,78,59,13,30.0,0
3201,180,73,62,19,37.0,0
3202,176,63,51,17,41.0,0
3203,170,0,44,12,40.0,1
3204,177,73,13,8,,0
3205,189,83,46,19,37.0,0
3206,180,78,53,15,34.0,0
3207,174,73,57,19,38.0,0
3208,168,58,55,15,35.0,0
3209,174,68,51,17,,0
3210,182,73,46,16,,0
3211,0,0,40,17,,0
3212,176,0,51,13,,0
3213,183,88,57,18,,0
3214,0,0,49,19,,1
3215,0,53,33,22,,1
3216,169,68,40,21,32.0,0
3217,0,0,64,17,,0
3218,164,53,44,15,35.0,1
3219,0,0,64,17,,0
3220,180,83,55,27,45.0,0
3221,0,68,51,26,,0
3222,175,63,53,15,38.0,0
3223,0,0,33,17,,0
3224,170,68,46,15,32.0,0
3225,0,73,46,18,44.0,0
3226,183,93,31,12,38.0,0
3227,166,53,57,15,,0
3228,0,68,62,13,32.0,0
3229,0,0,40,17,,0
3230,174,73,62,16,35.0,0
3231,172,0,53,19,31.0,1
3232,0,0,40,13,,0
3233,172,53,49,15,28.0,0
3234,183,73,62,14,34.0,0
3235,190,73,51,2017,49.0,0
3236,0,0,49,15,34.0,0
3237,0,0,53,14,36.0,1
3238,158,0,44,14,28.0,1
3239,170,68,51,23,45.0,0
3240,181,68,55,14,38.0,0
3241,0,0,44,2017,,0
3242,0,78,55,14,,0
3243,179,68,59,13,32.0,0
3244,182,68,62,42,,0
3245,0,0,31,2017,,0
3246,0,78,62,22,,0
3247,160,53,42,22,32.0,0
3248,0,0,55,2017,,0
3249,0,68,68,22,,0
3250,185,83,59,17,36.0,0
3251,4,93,44,27,,0
3252,0,48,57,15,,1
3253,0,0,40,13,25.0,0
3254,172,63,44,17,,0
3255,0,0,51,2017,,0
3256,0,0,51,17,,0
3257,0,73,53,15,34.0,0
3258,5,73,68,23,,0
3259,179,78,62,15,33.0,0
3260,165,53,59,14,35.0,0
3261,191,88,57,17,37.0,0
3262,0,0,53,17,,0
3263,180,73,44,16,34.0,0
3264,175,63,55,20,,0
3265,0,78,51,17,38.0,0
3266,6,73,59,14,29.0,0
3267,170,83,44,14,33.0,0
3268,183,63,62,16,31.0,0
3269,175,68,29,17,37.0,0
3270,0,73,68,17,33.0,0
3271,169,58,49,21,37.0,1
3272,183,73,59,22,41.0,0
3273,183,73,51,17,43.0,0
3274,175,68,64,16,29.0,0
3275,175,73,62,18,31.0,0
3276,170,68,36,16,38.0,0
3277,174,63,62,21,36.0,0
3278,0,73,66,17,29.0,0
3279,175,63,72,29,42.0,0
3280,173,100,53,5,,0
3281,0,0,62,17,37.0,0
3282,186,83,49,18,48.0,0
3283,170,63,51,17,40.0,0
3284,162,53,51,14,37.0,1
3285,0,0,53,17,30.0,0
3286,190,83,59,20,38.0,0
3287,169,48,51,17,37.0,1
3288,0,78,57,17,44.0,0
3289,179,68,57,16,38.0,0
3290,178,68,51,14,39.0,0
3291,170,63,59,19,,0
3292,186,78,62,13,38.0,0
3293,167,53,66,21,29.0,0
3294,0,0,64,21,30.0,0
3295,0,53,55,24,40.0,0
3296,0,68,59,13,27.0,0
3297,173,68,57,23,42.0,0
3298,176,68,62,12,29.0,0
3299,175,78,62,15,29.0,0
3300,183,68,57,23,38.0,0
3301,0,73,51,14,32.0,0
3302,0,0,49,17,,0
3303,167,63,49,17,35.0,0
3304,0,0,62,36,,0
3305,180,73,36,13,34.0,0
3306,178,63,44,14,34.0,0
3307,172,58,55,13,32.0,0
3308,173,63,36,14,31.0,0
3309,0,0,49,2017,,0
3310,0,78,59,17,40.0,0
3311,0,63,59,14,,0
3312,0,0,55,14,,0
3313,0,0,64,2017,,0
3314,0,0,59,23,37.0,0
3315,151,43,59,17,36.0,1
3316,180,73,59,19,39.0,0
3317,180,63,55,32,52.0,0
3318,0,0,53,2017,,0
3319,6,73,66,14,31.0,0
3320,180,68,57,16,39.0,0
3321,175,63,57,21,,0
3322,183,68,33,14,29.0,0
3323,191,73,57,38,52.0,0
3324,0,0,44,2017,,0
3325,176,63,44,21,38.0,0
3326,177,0,66,18,30.0,0
3327,0,0,55,17,28.0,0
3328,170,53,36,15,31.0,0
3329,172,63,44,16,32.0,0
3330,178,68,40,14,37.0,0
3331,172,73,46,22,41.0,0
3332,156,58,59,20,35.0,0
3333,178,68,36,13,36.0,0
3334,0,0,40,11,28.0,0
3335,162,40,44,14,25.0,0
3336,0,68,53,34,,0
3337,181,73,53,13,33.0,0
3338,176,68,64,17,36.0,0
3339,175,63,40,14,37.0,0
3340,0,68,49,14,39.0,0
