,height,weight,max_grade,years_climbing,age,sex
9861,174,73,68,14,26.0,0
9862,170,63,33,8,46.0,1
9863,68,68,55,12,31.0,0
9864,177,63,51,17,36.0,0
9865,182,68,57,13,35.0,0
9866,189,83,62,26,46.0,0
9867,0,0,53,13,,1
9868,183,0,53,8,34.0,0
9869,0,0,64,2017,,0
9870,172,0,55,9,33.0,0
9871,170,63,59,2017,23.0,0
9872,176,58,53,9,26.0,0
9873,148,100,62,9,25.0,0
9874,177,63,55,9,28.0,0
9875,167,58,49,11,23.0,1
9876,173,63,68,9,26.0,0
9877,145,40,40,8,18.0,0
9878,180,73,44,9,19.0,0
9879,170,63,46,10,29.0,0
9880,145,40,40,8,18.0,0
9881,180,73,51,10,28.0,0
9882,0,0,62,9,14.0,0
9883,182,68,53,10,35.0,0
9884,0,63,66,10,22.0,0
9885,170,58,57,12,34.0,0
9886,180,0,62,2017,27.0,0
9887,169,63,44,9,28.0,1
9888,184,83,42,2017,,0
9889,172,73,49,9,32.0,0
9890,0,0,55,22,35.0,1
9891,0,58,64,11,20.0,0
9892,185,73,62,10,44.0,0
9893,180,88,42,16,33.0,0
9894,173,0,40,29,47.0,0
9895,163,63,57,10,30.0,0
9896,170,63,53,30,49.0,0
9897,178,68,51,2017,,0
9898,0,0,57,9,,0
9899,173,63,62,9,,0
9900,0,63,62,12,34.0,0
9901,178,73,44,23,39.0,0
9902,178,68,46,13,,0
9903,179,73,49,8,34.0,0
9904,0,0,51,2017,,0
9905,0,0,57,14,,0
9906,183,73,36,16,,0
9907,189,73,59,15,32.0,0
9908,0,63,36,2017,24.0,1
9909,189,68,59,10,34.0,0
9910,172,68,44,10,,0
9911,170,0,31,8,36.0,1
9912,0,0,51,2017,33.0,1
9913,174,68,62,17,,0
9914,169,58,68,9,26.0,0
9915,178,73,49,10,31.0,0
9916,0,73,38,9,34.0,0
9917,190,83,49,25,47.0,0
9918,0,0,53,2017,,0
9919,0,0,62,10,25.0,0
9920,190,88,21,2017,33.0,0
9921,190,0,44,10,,0
9922,0,0,49,2017,,0
9923,175,63,57,9,24.0,0
9924,0,0,66,2017,,0
9925,176,58,49,10,23.0,0
9926,0,0,51,17,8.0,0
9927,0,0,49,2017,,1
9928,175,53,55,14,,1
9929,187,73,62,12,28.0,0
9930,162,53,49,8,38.0,1
9931,163,63,49,9,30.0,1
9932,0,58,55,11,,1
9933,0,68,66,24,43.0,0
9934,183,83,62,10,34.0,0
9935,180,58,51,2017,24.0,0
9936,180,73,53,17,26.0,0
9937,176,68,36,8,,0
9938,0,0,59,25,,0
9939,0,0,49,2017,,0
9940,0,0,53,12,34.0,1
9941,168,58,57,10,28.0,0
9942,165,58,51,18,,0
9943,250,0,66,11,26.0,0
9944,178,68,57,2017,35.0,0
9945,178,73,40,10,41.0,0
9946,185,63,66,15,29.0,0
9947,192,78,40,12,38.0,0
9948,176,0,40,11,,0
9949,177,68,51,11,37.0,0
9950,0,0,36,2017,,1
9951,167,63,59,26,35.0,0
9952,0,0,40,8,,1
9953,185,83,53,13,36.0,0
9954,175,63,66,19,22.0,0
9955,0,0,55,18,33.0,0
9956,184,68,44,9,24.0,0
9957,112,53,64,10,21.0,0
9958,0,83,42,10,32.0,0
9959,187,73,57,10,32.0,0
9960,175,58,57,15,23.0,1
9961,165,0,55,11,26.0,0
9962,0,68,59,21,28.0,0
9963,172,73,42,12,52.0,0
9964,175,63,55,10,18.0,0
9965,171,53,36,8,33.0,1
9966,182,83,55,2017,,0
9967,0,0,59,2017,45.0,0
9968,183,88,57,10,28.0,0
9969,176,73,55,9,33.0,0
9970,160,43,42,2017,18.0,1
9971,185,73,55,9,29.0,0
9972,176,68,55,8,28.0,0
9973,165,63,49,11,30.0,0
9974,174,68,51,13,32.0,0
9975,182,73,59,20,,0
9976,0,0,49,2017,,0
9977,180,68,53,10,30.0,0
9978,175,63,57,8,22.0,0
9979,175,68,42,12,28.0,0
9980,0,0,51,9,23.0,0
9981,0,0,40,2017,,0
9982,178,78,36,8,25.0,0
9983,184,78,44,10,34.0,0
9984,0,73,59,11,29.0,0
9985,0,0,57,2017,,0
9986,185,78,53,31,53.0,0
9987,164,48,49,21,36.0,1
9988,173,63,33,12,27.0,1
9989,165,0,57,15,,0
9990,178,68,62,11,29.0,0
9991,182,0,49,10,32.0,0
9992,180,0,42,8,23.0,0
9993,172,0,38,2017,,0
9994,149,48,33,2017,34.0,1
9995,171,63,57,10,34.0,0
9996,161,48,49,7,31.0,1
9997,0,0,55,2017,,0
9998,0,0,40,2017,31.0,0
9999,182,78,62,9,25.0,0
10000,190,78,55,15,34.0,0
10001,192,73,49,13,33.0,0
10002,0,0,51,12,,0
10003,184,68,49,2017,25.0,0
10004,178,73,53,10,36.0,0
10005,184,78,40,9,34.0,0
10006,160,48,53,9,,1
10007,187,0,49,21,39.0,0
10008,178,63,57,15,23.0,0
10009,175,73,38,9,,0
10010,173,63,49,16,26.0,0
10011,0,0,53,11,,0
10012,164,53,40,8,45.0,1
10013,178,73,49,19,,0
10014,0,0,55,11,26.0,0
10015,0,0,44,11,26.0,1
10016,179,73,55,11,38.0,0
10017,180,73,57,2017,29.0,0
10018,179,63,62,8,29.0,0
10019,170,63,46,11,32.0,0
10020,187,78,49,11,34.0,0
10021,167,63,40,9,37.0,0
10022,0,0,64,15,36.0,0
10023,171,63,62,9,26.0,0
10024,160,48,49,2017,33.0,1
10025,177,78,62,10,33.0,0
10026,184,68,62,17,38.0,0
10027,0,0,57,13,,1
10028,167,53,36,9,26.0,1
10029,191,0,29,8,30.0,0
10030,163,53,42,2017,41.0,1
10031,175,63,49,2017,,0
10032,190,73,42,9,30.0,0
10033,163,48,49,10,34.0,1
10034,182,73,55,2017,30.0,0
10035,173,58,49,18,28.0,0
10036,162,53,49,2017,35.0,1
10037,0,0,44,2017,,0
10038,182,68,53,11,35.0,0
10039,175,63,40,9,26.0,0
10040,0,0,40,8,29.0,1
10041,173,58,57,10,28.0,0
10042,177,73,49,16,40.0,0
10043,171,68,49,12,36.0,0
10044,183,68,55,9,34.0,0
10045,180,68,55,8,35.0,0
10046,0,53,36,9,29.0,1
10047,175,73,53,11,32.0,0
10048,180,73,46,19,47.0,0
10049,182,73,49,9,53.0,0
10050,183,73,51,10,26.0,0
10051,178,58,36,10,25.0,0
10052,178,78,57,26,37.0,0
10053,168,63,57,2017,27.0,0
10054,183,78,49,18,35.0,0
10055,165,63,57,2017,45.0,0
10056,0,73,59,9,34.0,0
10057,150,43,49,13,13.0,0
10058,167,53,42,9,32.0,1
10059,160,0,57,8,31.0,1
10060,175,68,46,2017,51.0,0
10061,170,58,44,11,30.0,1
10062,174,63,57,9,25.0,0
10063,0,0,49,2017,,0
10064,155,48,49,12,36.0,1
10065,0,0,62,2017,30.0,0
10066,178,68,44,10,31.0,0
10067,183,83,44,12,33.0,0
10068,0,0,53,17,,0
10069,187,88,49,9,,0
10070,169,53,40,13,39.0,1
10071,0,68,62,2017,25.0,0
10072,174,58,40,9,25.0,0
10073,182,73,46,10,26.0,0
10074,0,83,44,8,28.0,0
10075,178,68,59,2017,37.0,0
10076,181,78,57,24,46.0,0
10077,163,53,55,11,41.0,1
10078,180,73,51,22,37.0,0
10079,176,83,29,8,48.0,0
10080,0,0,62,9,27.0,0
10081,173,63,40,10,39.0,0
10082,0,58,59,14,23.0,0
10083,118,40,31,10,13.0,0
10084,182,63,57,11,,0
10085,178,68,57,8,,0
10086,183,73,57,14,,0
10087,136,0,70,11,16.0,1
10088,0,0,31,2017,,0
10089,0,0,49,2017,,0
10090,168,53,44,9,35.0,1
10091,185,68,68,10,22.0,0
10092,175,68,33,8,38.0,0
10093,180,78,51,11,29.0,0
10094,182,83,49,26,47.0,0
10095,0,0,51,2017,,0
10096,170,63,59,2017,30.0,0
10097,175,68,51,17,29.0,0
10098,0,0,44,10,,0
10099,0,0,46,2017,,0
10100,187,78,59,17,27.0,0
10101,180,63,33,9,30.0,0
10102,0,0,51,2017,,0
10103,0,0,49,2017,,1
10104,0,0,62,2017,35.0,0
10105,178,63,55,11,31.0,0
10106,174,68,49,2017,29.0,0
10107,0,0,62,17,,0
10108,176,73,49,19,,0
10109,186,68,57,11,35.0,0
10110,168,58,51,11,30.0,0
10111,181,68,53,17,25.0,0
10112,0,0,55,15,33.0,0
10113,168,0,62,2017,38.0,1
10114,180,68,64,12,28.0,0
10115,184,83,49,8,35.0,0
10116,0,0,55,21,,0
10117,176,63,44,9,23.0,0
10118,0,73,55,13,32.0,0
10119,0,73,57,25,35.0,0
10120,180,78,38,8,36.0,0
10121,176,73,59,15,31.0,0
10122,0,0,49,2017,,0
10123,167,68,62,10,31.0,0
10124,0,58,57,8,24.0,0
10125,168,63,55,8,54.0,0
10126,186,83,36,10,33.0,0
10127,181,78,51,2017,40.0,0
10128,0,0,40,2017,,1
10129,180,63,51,10,30.0,0
10130,188,78,57,2017,44.0,0
10131,0,53,55,9,24.0,0
10132,0,58,44,8,23.0,0
10133,170,68,40,13,40.0,0
10134,178,53,44,11,39.0,0
10135,189,83,49,17,28.0,0
10136,0,0,57,2017,,0
10137,175,63,44,9,33.0,0
10138,183,78,53,9,25.0,0
10139,185,73,38,10,,0
10140,0,0,21,8,,0
10141,165,63,53,11,42.0,0
10142,180,68,40,9,32.0,0
10143,0,68,40,2017,24.0,0
10144,168,58,55,22,30.0,0
10145,171,58,53,11,38.0,0
10146,173,63,49,2017,38.0,0
10147,177,58,46,8,39.0,0
10148,0,0,51,8,28.0,0
10149,156,48,42,10,34.0,1
10150,177,63,59,22,34.0,0
10151,183,73,40,2017,,0
10152,0,68,62,9,28.0,0
10153,0,0,64,2017,32.0,0
10154,0,0,33,2017,,0
10155,0,73,51,10,27.0,0
10156,174,68,49,9,29.0,0
10157,0,0,49,2017,,1
10158,0,0,49,2017,,0
10159,182,73,49,2017,,0
10160,0,63,36,12,29.0,1
10161,0,58,59,9,25.0,0
10162,192,78,38,10,,0
10163,179,0,49,8,,0
10164,181,78,57,14,28.0,0
10165,0,0,42,2017,,0
10166,168,0,59,9,34.0,1
10167,190,88,36,8,37.0,0
10168,172,63,62,18,36.0,0
10169,0,83,62,16,34.0,0
10170,161,53,59,9,29.0,1
10171,173,68,62,2017,,0
10172,185,63,53,11,27.0,0
10173,172,63,62,21,33.0,0
10174,176,68,44,10,33.0,0
10175,176,73,64,14,32.0,0
10176,180,73,49,11,32.0,0
10177,172,0,49,2017,,0
10178,175,73,59,11,34.0,0
10179,177,68,59,28,38.0,0
10180,0,0,57,16,,0
10181,179,73,57,8,24.0,0
10182,0,0,51,2017,,0
10183,184,83,49,2017,36.0,0
10184,0,0,38,9,,0
10185,180,73,55,10,29.0,0
10186,178,68,57,9,23.0,0
10187,0,0,40,10,24.0,0
10188,0,73,53,11,28.0,0
10189,165,63,40,2017,28.0,1
10190,0,0,49,2017,,0
10191,188,78,49,21,43.0,0
10192,0,0,57,11,,0
10193,0,0,55,15,33.0,0
10194,45,100,62,2017,47.0,0
10195,200,88,59,11,34.0,0
10196,190,93,38,10,31.0,0
10197,0,0,57,2017,,0
10198,170,58,59,9,27.0,0
10199,0,0,57,2017,,0
10200,178,63,49,27,47.0,0
10201,172,63,51,19,36.0,0
10202,164,83,31,8,40.0,1
10203,0,0,42,2017,,0
10204,189,78,55,27,48.0,0
10205,0,78,62,2017,37.0,0
10206,180,73,49,2017,32.0,0
10207,174,0,59,13,34.0,0
10208,177,73,31,12,39.0,0
10209,172,73,40,11,42.0,0
10210,172,63,51,10,40.0,0
10211,175,58,49,8,32.0,0
10212,157,0,57,19,35.0,1
10213,190,78,42,9,34.0,0
10214,176,73,53,14,39.0,0
10215,178,68,42,9,8.0,0
10216,176,73,59,33,51.0,0
10217,172,0,44,10,34.0,0
10218,178,73,53,2017,26.0,0
10219,170,63,53,13,33.0,0
10220,180,63,53,9,,0
10221,176,63,62,2017,36.0,0
10222,178,68,40,9,,0
10223,0,0,49,2017,,0
10224,0,0,44,8,32.0,1
10225,168,58,49,9,22.0,0
10226,186,83,57,72,36.0,0
10227,175,68,59,10,,0
10228,162,0,55,12,36.0,1
10229,0,78,51,9,26.0,0
10230,0,58,57,10,25.0,0
10231,0,0,44,9,33.0,1
10232,0,0,55,2017,,0
10233,170,58,51,8,26.0,0
10234,0,0,49,2017,,0
10235,179,68,49,11,36.0,0
10236,157,48,51,19,48.0,1
10237,174,68,59,9,25.0,0
10238,180,0,49,13,44.0,0
10239,182,78,57,11,33.0,0
10240,0,73,62,11,29.0,0
10241,0,0,64,15,24.0,0
10242,185,78,64,8,27.0,0
10243,255,0,66,11,23.0,0
10244,188,98,40,2017,,0
10245,168,68,57,2017,31.0,0
10246,173,68,49,9,31.0,0
10247,0,78,59,2017,31.0,0
10248,178,63,64,17,26.0,0
10249,0,0,46,2017,,0
10250,180,68,59,16,29.0,0
10251,178,78,57,33,49.0,0
10252,180,63,53,15,,0
10253,0,58,55,12,45.0,0
10254,177,63,49,8,30.0,0
10255,179,73,49,8,,0
10256,111,40,13,8,12.0,1
10257,0,0,49,2017,,0
10258,170,48,68,12,22.0,0
10259,0,0,66,13,27.0,0
10260,173,73,44,12,,0
10261,0,0,51,9,30.0,1
10262,180,58,49,14,20.0,0
10263,170,53,36,8,24.0,0
10264,0,63,36,8,,0
10265,174,53,68,11,26.0,0
10266,0,0,51,2017,,0
10267,0,0,51,11,,0
10268,169,68,46,11,,0
10269,182,73,40,10,25.0,0
10270,157,53,57,11,33.0,1
10271,177,53,57,11,34.0,0
10272,158,43,66,33,33.0,1
10273,0,73,59,14,,0
10274,175,58,49,10,,0
10275,178,68,59,9,37.0,0
10276,0,0,57,13,,0
10277,182,73,55,8,30.0,0
10278,0,0,53,2017,,0
10279,0,0,57,2017,,0
10280,173,63,51,15,38.0,0
10281,180,78,53,11,,0
10282,177,68,57,2017,26.0,0
10283,180,83,40,2017,30.0,0
10284,185,88,44,8,29.0,0
10285,175,73,44,20,42.0,0
10286,172,63,64,9,30.0,0
10287,170,58,33,11,46.0,0
10288,0,0,53,2017,,1
10289,167,58,68,14,35.0,0
10290,167,63,57,13,26.0,1
10291,0,0,59,2017,,0
10292,0,0,49,2017,,0
10293,181,83,46,9,,0
10294,175,58,62,10,23.0,0
10295,0,0,42,9,35.0,0
10296,165,0,53,10,,1
10297,183,0,49,11,31.0,0
10298,169,58,49,8,30.0,1
10299,177,73,62,2017,35.0,0
10300,172,63,59,10,37.0,0
10301,0,0,57,2017,,0
10302,174,73,59,11,29.0,0
10303,166,58,51,10,25.0,0
10304,185,83,38,8,42.0,0
10305,178,73,40,8,29.0,0
10306,167,68,42,2017,56.0,0
10307,171,68,49,18,41.0,0
10308,160,43,49,8,,1
10309,165,0,59,12,32.0,0
10310,175,0,51,9,27.0,0
10311,0,0,62,16,,0
10312,0,0,49,18,,0
10313,180,73,62,12,33.0,0
10314,168,68,53,2017,29.0,0
10315,173,63,49,14,30.0,0
10316,172,58,53,2017,29.0,0
10317,163,58,51,8,25.0,0
10318,180,0,53,11,30.0,0
10319,168,63,62,9,28.0,0
10320,184,73,46,9,37.0,0
10321,180,78,53,27,39.0,0
10322,180,68,57,9,26.0,0
10323,171,63,57,19,23.0,0
10324,178,73,49,10,37.0,0
10325,188,73,46,16,38.0,0
10326,172,73,57,10,31.0,0
10327,170,63,64,14,39.0,0
10328,188,83,51,9,,0
10329,175,68,49,2017,,0
10330,0,0,51,9,,0
10331,0,0,49,13,31.0,1
10332,175,68,51,9,36.0,0
10333,183,83,36,25,55.0,0
10334,170,68,49,2017,,0
10335,0,0,66,2017,,0
10336,167,73,31,43,60.0,0
10337,172,58,57,12,25.0,0
10338,178,68,55,14,35.0,0
10339,122,0,59,13,20.0,0
10340,0,0,62,8,29.0,0
10341,188,83,55,34,50.0,0
10342,178,73,40,11,37.0,0
10343,1,0,57,8,26.0,0
10344,0,0,57,8,23.0,0
10345,0,0,62,2017,30.0,0
10346,180,100,55,12,,0
10347,160,0,42,2017,34.0,1
10348,173,73,49,19,41.0,0
10349,169,63,51,9,28.0,0
10350,172,63,51,8,24.0,0
10351,0,0,49,2017,,0
10352,178,68,55,10,,0
10353,0,58,51,10,28.0,0
10354,169,68,51,10,33.0,0
10355,178,73,49,27,,0
10356,190,73,40,8,33.0,0
10357,173,63,70,10,22.0,0
10358,175,58,68,10,21.0,0
10359,0,0,40,2017,,0
10360,196,83,33,9,28.0,0
10361,0,100,57,17,36.0,0
10362,180,68,62,2017,30.0,0
10363,171,68,49,14,31.0,0
10364,175,68,55,19,38.0,0
10365,180,63,49,10,37.0,0
10366,175,68,64,12,33.0,0
10367,170,63,57,12,31.0,0
10368,185,73,59,2017,36.0,0
10369,195,78,49,15,35.0,0
10370,0,0,57,2017,,0
10371,174,68,49,2017,37.0,0
10372,168,63,53,11,30.0,0
10373,177,63,51,2017,29.0,0
10374,178,63,68,19,30.0,0
10375,180,83,40,9,36.0,0
10376,0,0,62,2017,,0
10377,165,53,59,10,31.0,0
10378,176,68,49,30,49.0,0
10379,161,53,49,12,30.0,1
10380,181,73,51,10,32.0,0
10381,174,63,64,8,33.0,0
10382,185,63,40,22,39.0,0
10383,0,0,55,2017,37.0,0
10384,160,58,66,12,22.0,0
10385,0,0,55,26,,0
10386,0,0,59,9,,0
10387,174,63,53,16,37.0,0
10388,181,83,44,8,,0
10389,0,83,36,2017,,0
10390,184,78,57,11,35.0,0
10391,183,63,59,18,32.0,0
10392,184,78,29,9,31.0,0
10393,175,68,55,10,37.0,0
10394,184,73,66,13,34.0,0
10395,0,0,59,16,23.0,1
10396,182,68,46,8,31.0,0
10397,0,0,53,2017,,0
10398,182,63,64,16,27.0,0
10399,0,0,49,13,,0
10400,169,48,51,8,29.0,1
10401,0,0,55,14,22.0,0
10402,0,0,44,11,45.0,0
10403,160,58,64,12,20.0,0
10404,192,83,55,10,30.0,0
10405,181,73,49,37,50.0,0
10406,185,73,59,9,,0
10407,180,63,51,8,31.0,0
10408,0,0,55,8,29.0,1
10409,0,0,55,15,,0
10410,182,68,53,10,34.0,0
10411,176,0,66,14,,0
10412,0,0,57,2017,42.0,1
10413,182,68,44,11,46.0,1
10414,170,63,53,15,35.0,0
10415,0,63,62,12,22.0,0
10416,169,0,59,12,36.0,1
10417,164,58,64,18,24.0,0
10418,72,78,51,9,43.0,0
10419,165,63,51,2017,35.0,0
10420,0,0,62,9,,0
10421,180,73,57,9,40.0,0
10422,180,78,49,22,27.0,0
10423,155,43,55,11,21.0,0
10424,170,63,51,9,26.0,0
10425,167,53,46,8,29.0,0
10426,165,68,53,8,30.0,0
10427,0,0,49,22,,1
10428,164,53,44,13,42.0,1
10429,178,68,49,11,38.0,0
10430,0,0,66,13,30.0,0
10431,165,53,53,13,26.0,1
10432,186,78,53,13,29.0,0
10433,182,78,13,9,24.0,0
10434,179,68,53,16,39.0,0
10435,177,78,33,25,47.0,0
10436,160,53,33,11,35.0,1
10437,184,73,62,11,27.0,0
10438,173,68,40,13,,0
10439,182,63,64,10,31.0,0
10440,171,83,55,12,31.0,0
10441,182,73,42,8,37.0,0
10442,175,73,59,26,46.0,0
10443,181,63,53,23,37.0,0
10444,174,63,57,13,35.0,0
10445,0,68,59,12,35.0,0
10446,182,78,46,9,39.0,0
10447,185,0,66,8,31.0,0
10448,170,58,51,8,34.0,0
10449,186,0,49,10,34.0,0
10450,180,58,42,8,35.0,0
10451,176,73,36,9,33.0,0
10452,188,0,49,15,35.0,0
10453,180,78,49,13,27.0,0
10454,0,0,55,10,,0
10455,185,83,44,29,44.0,0
10456,0,0,49,14,34.0,0
10457,184,73,66,19,31.0,0
10458,0,73,59,8,28.0,0
10459,168,73,53,8,38.0,0
10460,180,53,53,9,32.0,1
10461,175,68,53,10,34.0,0
10462,178,63,57,10,,0
10463,0,0,51,2017,,0
10464,173,63,57,8,30.0,0
10465,0,0,64,9,,0
10466,172,73,53,10,40.0,0
10467,185,68,53,22,40.0,0
10468,168,68,51,11,35.0,0
10469,180,78,49,32,,0
10470,180,78,49,11,33.0,0
10471,176,63,64,7,23.0,0
10472,171,58,55,23,41.0,1
10473,0,0,64,21,32.0,0
10474,0,0,44,17,35.0,0
10475,187,83,46,14,34.0,0
10476,185,68,53,17,37.0,0
10477,170,58,53,11,37.0,0
10478,162,0,49,10,31.0,1
10479,0,78,62,14,,0
10480,168,58,59,21,32.0,1
10481,0,0,57,2017,,0
10482,0,0,53,2017,,0
10483,170,63,40,9,36.0,0
10484,158,58,40,7,32.0,1
10485,198,88,57,10,32.0,0
10486,0,0,46,8,,0
10487,0,0,49,14,,0
10488,168,63,51,8,27.0,0
10489,164,58,62,18,35.0,0
10490,0,0,57,18,35.0,0
10491,180,63,53,2017,,0
10492,0,0,49,2017,,0
10493,180,78,40,8,30.0,0
10494,167,48,46,11,46.0,1
10495,185,78,53,10,38.0,0
10496,182,73,64,2017,,0
10497,192,73,49,12,29.0,0
10498,170,78,55,19,43.0,0
10499,0,0,46,8,23.0,0
10500,0,0,38,8,,1
10501,0,0,44,2017,,0
10502,179,68,51,2017,33.0,0
10503,182,68,64,14,37.0,0
10504,174,68,49,10,35.0,0
10505,0,0,36,2017,,1
10506,190,68,53,17,28.0,0
10507,180,73,36,8,31.0,0
10508,175,68,64,11,32.0,0
10509,0,0,55,8,66.0,0
10510,180,73,53,34,49.0,0
10511,172,63,53,14,35.0,0
10512,184,88,38,8,33.0,0
10513,172,68,55,13,37.0,0
10514,212,63,40,8,24.0,0
10515,179,78,64,16,34.0,0
10516,175,0,49,12,30.0,0
10517,171,63,49,9,,0
10518,0,0,59,15,,0
10519,0,0,31,7,,0
10520,178,63,57,8,28.0,0
10521,192,0,55,8,117.0,0
10522,0,0,49,8,,1
10523,0,0,64,20,33.0,1
10524,173,58,57,13,20.0,0
10525,0,0,51,2017,,0
10526,174,68,49,10,42.0,0
10527,162,53,59,8,24.0,0
10528,0,0,51,8,,0
10529,0,78,49,9,,0
10530,193,83,44,17,38.0,0
10531,176,68,49,9,31.0,0
10532,181,73,66,11,25.0,0
10533,0,0,53,2017,,0
10534,170,68,55,11,,0
10535,254,100,64,12,37.0,0
10536,178,0,40,7,43.0,1
10537,178,73,53,10,36.0,0
10538,0,0,51,2017,27.0,0
10539,0,0,62,2017,,0
10540,180,68,66,2017,30.0,0
10541,0,68,59,9,25.0,0
10542,180,73,62,13,31.0,0
10543,192,63,62,8,25.0,0
10544,170,63,55,2017,43.0,0
10545,0,0,64,31,46.0,0
10546,0,0,57,13,30.0,0
10547,0,83,40,8,27.0,0
10548,175,0,62,10,24.0,0
10549,182,73,51,2017,25.0,0
10550,178,73,55,15,34.0,0
10551,175,68,49,11,,0
10552,178,68,49,11,53.0,0
10553,183,63,36,11,40.0,0
10554,156,53,57,15,22.0,1
10555,150,53,49,17,,0
10556,0,0,53,9,25.0,0
10557,183,78,62,10,27.0,0
10558,165,58,53,2017,44.0,0
10559,180,58,49,8,22.0,0
10560,0,63,40,8,27.0,0
10561,182,73,51,2017,,0
10562,185,73,44,8,24.0,0
10563,180,0,59,2017,,0
10564,192,68,66,20,33.0,0
10565,0,63,51,2017,28.0,0
10566,193,83,55,18,,0
10567,182,0,64,2017,28.0,0
10568,178,58,36,2017,,1
10569,180,68,57,12,27.0,0
10570,176,73,62,16,37.0,0
10571,170,63,51,9,32.0,0
10572,172,73,44,9,31.0,0
10573,170,63,49,8,34.0,0
10574,179,83,51,9,27.0,0
10575,187,88,44,16,34.0,0
10576,184,73,55,14,45.0,0
10577,162,53,59,14,36.0,1
10578,179,68,59,11,34.0,0
10579,186,73,49,8,,0
10580,0,0,49,10,,0
10581,165,58,59,9,29.0,0
10582,174,63,49,30,,0
10583,175,68,49,12,27.0,0
10584,182,73,55,10,29.0,0
10585,183,68,55,8,30.0,0
10586,155,40,55,11,23.0,0
10587,171,53,64,9,21.0,0
10588,173,63,36,7,26.0,0
10589,0,0,44,15,,0
10590,0,68,57,12,25.0,0
10591,0,73,59,10,29.0,0
10592,172,0,59,9,22.0,0
10593,0,0,49,8,28.0,0
10594,181,68,62,9,35.0,0
10595,0,73,53,2017,,0
10596,0,0,53,2017,32.0,0
10597,179,68,57,9,28.0,0
10598,153,48,40,7,32.0,1
10599,0,0,46,2017,,0
10600,193,78,59,9,28.0,0
10601,190,0,55,17,25.0,0
10602,178,68,66,9,22.0,0
10603,177,58,59,10,34.0,0
10604,170,68,40,7,43.0,0
10605,170,63,49,11,31.0,0
10606,0,0,49,8,,0
10607,0,63,59,9,31.0,0
10608,0,0,51,2017,,0
10609,179,73,53,11,31.0,0
10610,180,63,49,9,22.0,0
10611,182,73,51,11,30.0,0
10612,176,68,36,9,,0
10613,180,58,59,17,29.0,0
10614,0,0,53,2017,,0
10615,173,63,62,2017,41.0,0
10616,193,73,44,8,33.0,0
10617,160,0,40,11,30.0,1
10618,0,0,64,2017,,0
10619,0,0,42,10,,0
10620,182,78,44,8,26.0,0
10621,185,73,53,2017,,0
10622,186,78,57,8,26.0,0
10623,0,53,62,16,24.0,0
10624,198,83,57,10,7.0,1
10625,181,68,49,2017,25.0,0
10626,176,78,38,2017,36.0,0
10627,180,68,53,11,26.0,0
10628,178,68,59,13,29.0,0
10629,174,63,62,13,30.0,0
10630,180,68,44,9,31.0,0
10631,0,73,55,14,30.0,0
10632,188,83,44,10,34.0,0
10633,0,0,55,2017,,0
10634,0,73,59,8,25.0,0
10635,0,0,57,2017,,0
10636,0,68,59,21,29.0,0
10637,0,73,36,23,33.0,0
10638,179,0,55,2017,43.0,0
10639,0,0,62,2017,33.0,0
10640,176,63,59,2017,22.0,0
10641,169,58,51,2017,34.0,1
10642,0,0,57,2017,,0
10643,163,53,51,14,30.0,0
10644,175,63,62,10,,0
10645,174,73,55,9,36.0,0
10646,177,73,36,9,31.0,0
10647,174,63,66,9,33.0,0
10648,170,63,59,2017,29.0,0
10649,0,63,59,9,26.0,0
10650,172,63,51,9,31.0,0
10651,0,78,51,12,38.0,0
10652,171,63,55,13,27.0,0
10653,188,83,44,2017,37.0,0
10654,0,68,46,7,24.0,0
10655,0,63,64,11,25.0,0
10656,0,0,57,11,30.0,0
10657,178,73,62,9,26.0,0
10658,172,63,57,8,27.0,0
10659,170,63,55,8,28.0,0
10660,172,73,57,16,40.0,0
10661,0,0,42,16,48.0,0
10662,162,58,49,9,28.0,1
10663,0,0,36,14,53.0,1
10664,182,73,40,15,43.0,0
10665,173,63,62,11,34.0,0
10666,0,0,57,2017,,0
10667,173,73,57,21,,0
10668,177,68,44,8,30.0,0
10669,170,58,62,10,31.0,0
10670,176,73,59,10,31.0,0
10671,175,68,51,9,37.0,0
10672,180,68,62,16,31.0,0
10673,168,53,36,7,20.0,0
10674,178,58,40,10,24.0,0
10675,0,58,62,11,,0
10676,178,73,53,9,34.0,0
10677,176,63,44,9,27.0,1
10678,0,0,53,14,,0
10679,180,78,55,11,37.0,0
10680,173,68,51,15,,0
10681,0,0,31,8,,1
10682,0,0,44,8,38.0,0
10683,183,83,40,12,29.0,0
10684,178,68,44,11,36.0,0
10685,170,0,53,8,33.0,1
10686,181,78,38,8,,0
10687,167,53,36,8,37.0,1
10688,0,0,49,10,,0
10689,0,63,62,14,26.0,0
10690,193,73,55,13,31.0,0
10691,182,68,57,11,35.0,0
10692,164,48,49,11,38.0,1
10693,0,0,59,2017,,0
10694,186,93,44,11,51.0,0
10695,0,0,57,12,,0
10696,0,0,59,2017,,0
10697,175,58,55,2017,,0
10698,165,63,53,11,29.0,0
10699,194,93,51,9,34.0,0
10700,174,0,53,18,30.0,0
10701,185,78,49,9,33.0,0
10702,174,68,57,18,,0
10703,181,83,51,7,33.0,0
10704,176,63,42,8,35.0,0
10705,0,68,40,8,39.0,0
10706,190,73,59,8,31.0,0
10707,185,73,59,2017,28.0,0
