,height,weight,max_grade,years_climbing,age,sex
246,175.0,63.0,53.0,26.0,44.0,0.0
247,180.0,93.0,21.0,17.0,40.0,0.0
248,175.0,68.0,62.0,20.0,35.0,0.0
249,177.0,68.0,51.0,17.0,36.0,0.0
250,181.0,73.0,49.0,38.0,50.0,0.0
251,190.0,78.0,53.0,18.0,36.0,0.0
252,168.33333333333334,66.33333333333333,55.0,19.0,37.0,0.0
253,152.33333333333334,61.333333333333336,55.0,18.0,32.0,0.0
254,178.0,63.0,38.0,17.0,38.0,0.0
255,165.33333333333334,64.66666666666667,59.0,19.0,34.0,0.0
256,156.0,48.0,53.0,17.0,44.0,1.0
257,177.66666666666666,73.0,59.0,26.0,50.0,0.0
258,167.0,53.0,55.0,18.0,44.0,1.0
259,172.0,83.0,40.0,17.0,40.0,0.0
260,166.0,63.0,64.0,21.0,37.0,0.0
261,151.0,48.0,49.0,19.0,32.0,1.0
262,192.0,73.0,38.0,30.0,72.0,0.0
263,178.0,63.0,51.0,16.0,35.0,0.0
264,181.0,73.0,57.0,16.0,37.0,0.0
265,101.0,100.0,57.0,17.0,45.0,0.0
266,172.0,63.0,64.0,25.0,45.0,0.0
267,158.0,66.33333333333333,49.0,17.0,39.0,0.0
268,190.0,68.0,51.0,20.0,48.0,0.0
269,170.0,68.0,51.0,19.0,38.0,1.0
270,167.0,78.0,64.0,29.0,46.0,0.0
271,181.0,73.0,59.0,30.0,45.0,0.0
272,182.0,83.0,53.0,19.0,35.0,0.0
273,185.0,73.0,55.0,27.0,48.0,0.0
274,183.0,69.66666666666667,57.0,26.0,47.0,0.0
275,197.0,83.0,51.0,30.0,36.333333333333336,0.0
276,172.0,73.0,53.0,17.0,37.0,0.0
277,172.0,73.0,49.0,23.0,44.0,0.0
278,193.0,73.0,38.0,22.0,40.0,0.0
279,184.33333333333334,78.0,51.0,18.0,33.0,0.0
280,177.0,68.0,57.0,26.0,33.0,0.0
281,185.0,73.0,55.0,17.0,37.0,0.0
282,170.0,68.0,57.0,24.0,44.0,0.0
283,176.0,73.0,40.0,19.0,41.0,0.0
284,179.0,73.0,59.0,22.0,41.0,0.0
285,184.0,68.0,62.0,30.0,49.0,0.0
286,179.0,63.0,53.0,17.0,33.0,0.0
287,170.0,58.0,57.0,19.0,40.0,0.0
288,177.33333333333334,73.0,66.0,17.0,33.0,0.0
289,155.0,52.0,31.0,18.0,33.333333333333336,1.0
290,186.0,68.0,55.0,17.0,36.333333333333336,0.0
291,184.0,73.0,51.0,23.333333333333332,41.666666666666664,0.0
292,174.0,58.0,49.0,16.0,30.0,0.0
293,171.0,63.0,62.0,17.0,43.0,0.0
294,186.0,83.0,40.0,15.0,38.0,0.0
295,171.0,68.0,66.0,18.0,33.0,0.0
296,176.0,63.0,57.0,16.0,31.0,0.0
297,195.0,78.0,49.0,18.0,37.0,0.0
298,166.0,53.0,64.0,20.666666666666668,35.0,0.0
299,179.0,71.33333333333333,59.0,29.0,50.0,0.0
300,178.0,68.0,51.0,26.0,47.0,0.0
301,182.0,73.0,40.0,17.0,36.333333333333336,0.0
302,177.66666666666666,73.0,59.0,27.0,39.0,0.0
303,172.0,58.0,59.0,28.0,46.0,0.0
304,168.0,58.0,64.0,23.0,34.0,0.0
305,175.0,58.0,36.0,16.0,33.0,0.0
306,198.0,88.0,31.0,32.0,46.0,0.0
307,171.0,58.0,55.0,19.0,44.0,0.0
308,159.0,48.0,68.0,21.0,36.0,0.0
309,179.0,88.0,57.0,23.0,47.0,0.0
310,177.33333333333334,57.0,57.0,17.0,41.0,0.0
311,175.0,63.0,55.0,23.0,40.0,0.0
312,169.0,63.0,51.0,17.0,37.0,0.0
313,174.33333333333334,53.0,53.0,16.0,29.333333333333332,0.0
314,182.0,78.0,59.0,31.0,47.0,0.0
315,186.0,73.0,57.0,21.0,33.0,0.0
316,174.66666666666666,73.0,59.0,20.0,35.0,0.0
317,174.0,78.0,49.0,27.0,47.0,0.0
318,185.0,68.0,55.0,17.0,33.0,0.0
319,182.0,78.0,57.0,33.0,54.0,0.0
320,164.33333333333334,54.666666666666664,46.0,20.0,40.0,1.0
321,186.0,73.0,62.0,19.0,40.0,0.0
322,179.0,63.0,62.0,26.0,44.0,0.0
323,180.0,68.0,62.0,22.0,38.0,0.0
324,182.0,98.0,33.0,19.0,36.0,0.0
325,178.0,68.0,59.0,17.0,39.0,0.0
326,178.66666666666666,77.0,59.0,17.0,43.0,0.0
327,177.66666666666666,73.0,66.0,19.0,33.0,0.0
328,174.66666666666666,78.66666666666667,44.0,17.0,37.0,0.0
329,175.0,68.0,53.0,18.0,53.0,0.0
330,178.33333333333334,73.0,49.0,17.0,40.0,0.0
331,175.0,63.0,59.0,4.0,42.0,0.0
332,180.0,73.0,66.0,26.0,47.0,0.0
333,183.33333333333334,80.33333333333333,51.0,20.0,37.0,0.0
334,169.33333333333334,68.0,57.0,20.0,33.0,0.0
335,183.0,78.0,62.0,22.0,42.0,0.0
336,150.33333333333334,40.0,57.0,17.0,37.666666666666664,0.0
337,178.0,73.0,44.0,19.0,35.0,0.0
338,185.0,83.0,57.0,31.0,49.0,0.0
339,170.0,63.0,57.0,24.0,39.0,0.0
340,185.0,78.66666666666667,49.0,17.0,41.0,0.0
341,178.0,73.0,57.0,23.0,39.0,0.0
342,150.0,63.0,59.0,19.0,33.333333333333336,0.0
343,176.33333333333334,68.0,55.0,17.0,40.0,0.0
344,177.66666666666666,60.333333333333336,57.0,17.0,39.0,0.0
345,164.0,48.0,64.0,20.0,38.0,0.0
346,190.0,88.0,38.0,19.0,44.0,0.0
347,165.0,53.0,53.0,18.0,30.0,0.0
348,190.0,82.0,59.0,17.0,36.0,0.0
349,179.66666666666666,68.0,44.0,17.0,35.333333333333336,0.0
350,180.0,78.0,53.0,25.0,38.0,0.0
351,189.0,78.0,55.0,19.0,35.0,0.0
352,180.0,83.0,57.0,24.0,39.0,0.0
353,168.0,68.0,49.0,20.0,45.0,1.0
354,185.0,83.0,51.0,17.0,31.666666666666668,0.0
355,182.0,63.0,64.0,23.0,31.333333333333332,0.0
356,169.0,63.0,53.0,24.0,38.333333333333336,0.0
357,178.0,63.0,49.0,22.0,37.0,0.0
358,175.0,53.0,46.0,17.0,43.0,0.0
359,174.0,68.0,75.0,27.0,37.0,0.0
360,190.0,88.0,49.0,18.0,42.0,0.0
361,170.0,63.0,59.0,20.0,41.0,0.0
362,189.0,82.0,51.0,22.0,41.0,0.0
363,176.0,63.0,57.0,27.0,40.0,0.0
364,162.0,53.0,55.0,24.0,50.0,0.0
365,152.0,75.33333333333333,62.0,17.0,23.0,1.0
366,182.0,68.0,66.0,23.0,36.0,0.0
367,180.0,68.0,44.0,39.0,49.0,0.0
368,184.0,73.0,40.0,25.0,44.0,0.0
369,175.0,58.0,51.0,20.0,33.0,0.0
370,172.0,68.0,49.0,21.0,43.0,0.0
371,181.0,73.0,66.0,17.0,36.0,0.0
372,175.0,64.66666666666667,49.0,23.0,44.0,1.0
373,161.0,63.0,49.0,21.0,45.0,1.0
374,150.0,48.0,59.0,18.0,42.0,1.0
375,175.0,73.0,57.0,23.0,41.0,0.0
376,172.0,68.0,42.0,25.0,46.0,0.0
377,178.33333333333334,68.0,64.0,30.0,44.0,0.0
378,182.0,73.0,59.0,17.0,40.0,0.0
379,184.0,68.0,57.0,22.0,36.0,0.0
380,165.0,63.0,55.0,21.0,38.0,0.0
381,179.0,78.0,55.0,17.0,37.0,0.0
382,179.0,68.0,62.0,22.0,35.0,0.0
383,167.66666666666666,63.0,59.0,17.0,35.0,0.0
384,185.0,68.0,51.0,20.0,37.0,0.0
385,161.0,53.0,68.0,2.0,34.0,1.0
386,180.66666666666666,78.0,66.0,18.0,31.0,0.0
387,176.33333333333334,68.0,55.0,21.0,43.0,0.0
388,175.0,68.0,55.0,21.0,39.0,0.0
389,176.66666666666666,73.0,42.0,17.0,43.0,0.0
390,173.0,68.0,55.0,21.0,37.0,0.0
391,167.0,68.0,62.0,19.0,30.0,0.0
392,180.0,48.0,57.0,17.0,47.0,0.0
393,178.0,73.0,62.0,18.0,46.0,0.0
394,171.0,63.0,66.0,17.0,38.0,0.0
395,180.0,73.0,49.0,17.0,40.0,0.0
396,172.0,58.0,42.0,16.0,41.0,0.0
397,172.0,63.0,70.0,23.0,42.0,0.0
398,178.0,63.0,68.0,23.0,39.0,0.0
399,176.0,68.0,64.0,20.0,32.0,0.0
400,186.0,78.0,59.0,32.0,46.0,0.0
401,172.33333333333334,63.0,66.0,24.0,40.0,0.0
402,185.0,78.0,55.0,25.0,44.0,0.0
403,174.0,63.0,57.0,27.0,37.0,0.0
404,190.0,83.0,49.0,17.0,42.0,0.0
405,170.0,53.0,44.0,18.0,32.0,0.0
406,182.0,68.0,44.0,16.0,36.0,0.0
407,186.0,93.0,36.0,20.0,38.0,0.0
408,173.0,63.0,64.0,17.0,40.0,0.0
409,167.0,58.0,40.0,17.0,37.0,1.0
410,177.0,63.0,62.0,31.0,52.0,1.0
411,177.66666666666666,75.33333333333333,62.0,17.0,33.0,0.0
412,183.0,68.0,55.0,20.0,34.0,0.0
413,183.0,73.0,64.0,20.0,34.0,0.0
414,181.0,78.0,55.0,26.0,41.0,0.0
415,175.0,68.0,53.0,28.0,57.0,0.0
416,174.33333333333334,63.0,57.0,18.0,37.0,0.0
417,178.0,68.0,64.0,22.0,35.0,0.0
418,181.0,78.0,57.0,23.0,37.666666666666664,0.0
419,183.0,98.0,29.0,17.0,37.0,0.0
420,185.0,68.0,72.0,18.0,24.0,0.0
421,175.0,63.0,64.0,31.0,52.0,1.0
422,185.0,73.0,64.0,26.0,39.0,0.0
423,172.0,63.0,44.0,17.0,41.0,0.0
424,160.0,58.0,49.0,20.0,43.0,1.0
425,175.0,53.0,49.0,17.0,38.333333333333336,1.0
426,180.0,63.0,53.0,22.0,39.0,0.0
427,176.0,100.0,64.0,19.0,40.0,0.0
428,185.0,68.0,64.0,18.0,36.0,0.0
429,177.0,63.0,62.0,30.0,54.0,0.0
430,177.0,63.0,66.0,28.0,44.0,0.0
431,187.0,83.0,53.0,22.0,36.0,0.0
432,186.0,78.0,38.0,19.0,42.0,0.0
433,179.0,63.0,68.0,20.0,32.0,0.0
434,175.0,69.66666666666667,59.0,20.0,38.0,0.0
435,188.0,88.0,53.0,33.0,45.0,0.0
436,184.0,73.0,64.0,21.0,33.0,0.0
437,170.0,63.0,55.0,20.0,47.0,0.0
438,158.0,93.0,53.0,24.0,47.0,0.0
439,193.0,88.66666666666667,40.0,28.0,49.0,0.0
440,175.0,63.0,51.0,27.0,41.0,0.0
441,179.0,63.0,53.0,22.0,36.0,1.0
442,175.0,88.0,49.0,23.0,42.0,0.0
443,167.0,63.0,64.0,19.0,33.0,0.0
444,170.0,48.0,51.0,16.0,31.0,0.0
445,185.0,68.0,64.0,33.0,46.0,0.0
446,182.0,68.0,57.0,30.0,47.0,0.0
447,178.0,78.0,70.0,18.0,32.0,0.0
448,175.0,63.0,62.0,27.0,42.0,0.0
449,175.0,68.0,57.0,18.0,35.0,0.0
450,185.0,83.0,40.0,18.0,46.0,0.0
451,161.0,63.0,59.0,34.0,45.0,0.0
452,177.0,73.0,59.0,28.0,45.0,0.0
453,168.0,53.0,59.0,28.0,49.0,1.0
454,173.0,68.0,62.0,22.0,39.0,0.0
455,186.0,88.0,62.0,22.0,40.0,0.0
456,190.0,73.0,53.0,24.0,44.0,0.0
457,185.0,63.0,44.0,16.0,31.0,0.0
458,152.0,43.0,51.0,17.0,37.0,1.0
459,179.33333333333334,73.0,59.0,17.0,36.0,0.0
460,190.0,83.0,49.0,17.0,44.0,0.0
461,184.0,78.0,36.0,17.0,44.0,0.0
462,167.66666666666666,55.333333333333336,59.0,21.0,37.0,0.0
463,183.0,73.0,59.0,16.0,33.0,0.0
464,190.0,78.0,51.0,20.0,15.0,0.0
465,171.33333333333334,64.66666666666667,57.0,20.0,39.0,0.0
466,170.0,63.0,62.0,25.0,31.0,0.0
467,180.0,73.0,66.0,29.0,44.0,0.0
468,184.0,63.0,51.0,17.0,36.0,0.0
469,174.0,63.0,72.0,22.0,32.0,0.0
470,178.0,78.0,42.0,24.0,52.0,0.0
471,162.0,48.0,57.0,24.0,44.0,1.0
472,183.0,83.0,53.0,20.0,31.0,0.0
473,178.0,68.0,64.0,18.0,35.0,0.0
474,179.0,73.0,51.0,18.0,35.0,0.0
475,173.0,63.0,49.0,19.0,34.0,0.0
476,183.0,73.0,53.0,24.0,42.0,0.0
477,185.0,73.0,55.0,20.0,40.0,0.0
478,177.0,73.0,57.0,37.0,53.0,0.0
479,176.66666666666666,66.33333333333333,62.0,23.0,44.0,0.0
480,183.0,73.0,42.0,16.0,48.0,0.0
481,167.0,53.0,62.0,18.0,34.0,1.0
482,181.0,68.0,62.0,21.0,35.0,0.0
483,170.0,74.66666666666667,59.0,20.0,35.0,0.0
484,178.0,68.0,59.0,17.0,38.0,0.0
485,168.0,58.0,49.0,25.0,41.0,0.0
486,180.0,63.0,49.0,17.0,36.0,0.0
487,188.0,78.0,57.0,22.0,38.666666666666664,0.0
488,178.0,73.0,49.0,18.0,46.0,0.0
489,175.0,68.0,59.0,22.0,36.0,0.0
490,194.0,73.0,53.0,16.0,41.0,0.0
491,165.33333333333334,58.0,59.0,23.0,40.0,0.0
492,181.33333333333334,78.0,59.0,30.0,50.0,0.0
493,172.0,74.66666666666667,66.0,24.0,39.0,0.0
494,181.0,73.0,44.0,18.0,41.666666666666664,0.0
495,184.0,68.0,72.0,18.0,32.0,0.0
496,179.33333333333334,73.0,53.0,18.0,38.0,0.0
497,180.0,71.33333333333333,44.0,18.0,44.0,0.0
498,183.0,73.0,51.0,31.0,51.0,0.0
499,178.0,63.0,55.0,18.0,31.0,0.0
500,183.0,73.0,55.0,22.0,34.0,0.0
501,175.0,68.0,57.0,17.0,41.0,0.0
502,170.0,73.0,62.0,24.0,30.0,0.0
503,176.0,58.0,55.0,28.0,43.0,1.0
504,181.0,78.0,55.0,24.0,36.0,0.0
505,175.0,68.0,51.0,25.0,45.0,0.0
506,177.66666666666666,60.333333333333336,57.0,17.0,39.0,0.0
507,179.33333333333334,83.0,59.0,18.0,34.0,0.0
508,171.0,63.0,59.0,22.0,44.0,0.0
509,176.0,68.0,49.0,20.0,44.333333333333336,0.0
